Chapter,Token,num_occurences
5,will,3
5,william,3
5,wings,1
5,wink,1
5,wish,1
5,with,8
5,without,2
5,wits,1
5,won,1
5,wonder,1
5,wood,1
5,words,1
5,work,2
5,worth,1
5,would,4
5,wouldn,2
5,wretched,1
5,wriggling,1
5,wrong,1
5,yawned,1
5,yet,5
5,you,49
5,young,1
5,your,8
5,yours,1
5,yourself,2
5,youth,6
5,zigzag,1
6,,2
6,a,71
6,abide,1
6,about,4
6,absurd,1
6,added,1
6,addressed,1
6,advantage,1
6,after,4
6,again,13
6,against,1
6,agony,1
6,air,2
6,alarm,1
6,alice,43
6,all,15
6,almost,1
6,aloud,1
6,already,1
6,also,1
6,alternately,1
6,altogether,2
6,always,1
6,am,5
6,among,1
6,an,7
6,and,82
6,angry,2
6,annoy,1
6,another,3
6,answer,1
6,anxiously,2
6,any,3
6,anything,1
6,appear,1
6,appeared,1
6,appearing,1
6,are,3
6,argue,1
6,arm,1
6,arms,1
6,as,27
6,ask.,1
6,asked,1
6,at,20
6,attending,1
6,away,2
6,axes,1
6,axis,1
6,baby,11
6,babythe,1
6,back,2
6,be,18
6,beat,2
6,became,1
6,because,5
6,been,3
6,before,2
6,began,5
6,begin,1
6,beginning,2
6,behind,2
6,between,1
6,bit,2
6,blows,1
6,both,3
6,bother,1
6,bough,1
6,bowed,1
6,boy,2
6,branch,1
6,broke,1
6,broken,1
6,busily,1
6,business,1
6,but,12
6,by,6
6,bythebye,1
6,call,2
6,called,1
6,came,4
6,can,4
6,care,1
6,carried,2
6,carry,1
6,cat,22
6,cats,2
6,caught,2
6,cauldron,2
6,certainly,3
6,change,1
6,changing,1
6,chapter,1
6,cheshire,4
6,child,3
6,children,1
6,chimneys,1
6,chop,1
6,chorus,2
6,claws,1
6,close,1
6,come,3
6,considered,1
6,constant,1
6,continued,1
6,conversation,2
6,cook,7
6,could,10
6,courage,1
6,crash,1
6,crazy,1
6,creature,3
6,creatures,1
6,crept,1
6,cried,1
6,croquet,2
6,croquet.,2
6,curious,2
6,curled,1
6,curls,1
6,d,2
6,day,3
6,days,1
6,days.,1
6,deal,2
6,dear,1
6,decidedly,1
6,denied,1
6,depends,1
6,desperately,1
6,did,9
6,didn,3
6,difficulty,1
6,direction,3
6,directions,1
6,dish,1
6,dishes,1
6,do,11
6,do.,1
6,does,1
6,does.,1
6,doesn,1
6,dog,2
6,doing,1
6,don,7
6,door,8
6,doubling,1
6,doubt,2
6,down,4
6,dreadful,1
6,dreadfully,1
6,drive,1
6,duchess,14
6,ear,3
6,ears,1
6,earth,1
6,either,1
6,em,1
6,end,3
6,ending,1
6,enjoy,1
6,enough,1
6,enough.,1
6,entangled,1
6,even,3
6,ever,1
6,every,2
6,everybody,1
6,everything,1
6,exactly,1
6,expecting,1
6,explanation,1
6,expressing,1
6,extraordinary,1
6,extremely,1
6,eyes,4
6,face,4
6,fact,1
6,fact.,1
6,far,1
6,farther,1
6,faster,1
6,fear,1
6,feeling,1
6,feet,1
6,felt,6
6,few,1
6,fig,1
6,figures,1
6,fire,2
6,fireirons,1
6,first,5
6,fish,1
6,fishfootman,2
6,fix,1
6,flew,1
6,flinging,1
6,followed,1
6,foot,1
6,footman,11
6,footmen,1
6,for,17
6,forgotten,1
6,frog,1
6,frogfootman,1
6,from,6
6,fryingpan,1
6,full,2
6,fur,1
6,further,1
6,get,9
6,getting,2
6,giddy.,1
6,giving,1
6,glad,1
6,glanced,1
6,go,6
6,goes,1
6,going,2
6,gone,4
6,good,3
6,goodnatured,1
6,got,2
6,grant,1
6,grazed,1
6,great,3
6,grin,3
6,grin.,1
6,grinned,3
6,grinning,1
6,grins,1
6,ground,1
6,growl,2
6,growling,1
6,growls,1
6,grown,1
6,grunt,1
6,grunted,4
6,had,15
6,hair,1
6,half,1
6,handed,1
6,handsome,1
6,happened,1
6,happening,1
6,hardly,1
6,hare,4
6,hatter,2
6,hatters,1
6,have,5
6,haven,1
6,he,14
6,head,3
6,heads,1
6,hear,2
6,hearing,1
6,hearth,1
6,held,1
6,help,2
6,her,13
6,here,6
6,here.,1
6,herself,9
6,high,1
6,him,6
6,himself,1
6,hint,1
6,his,8
6,hit,1
6,hoarse,1
6,hold,2
6,home,1
6,hours,2
6,house,5
6,how,4
6,however,2
6,howled,1
6,howling,3
6,hurried,1
6,hurt,1
6,i,45
6,idiotic,1
6,if,14
6,impossible,2
6,in,37
6,inside,2
6,instance,1
6,instead,1
6,interesting,1
6,into,13
6,introduce,1
6,invitation,2
6,invited,1
6,is,2
6,it,81
6,its,10
6,itself,3
6,joined,1
6,judging,1
6,jumped,1
6,jumping,1
6,just,7
6,keep,2
6,kept,2
6,kettle,1
6,kill,1
6,kitchen,2
6,knew,2
6,knock,1
6,knocked,1
6,knocking,2
6,knot,1
6,know,8
6,know.,2
6,knowledge,1
6,knows,1
6,knuckles,1
6,large,8
6,last,2
6,laughed,1
6,leaning,1
6,least,1
6,leave,1
6,led,1
6,left,2
6,lefthand,1
6,legs,1
6,less,1
6,let,1
6,letter,1
6,life,1
6,like,16
6,line,1
6,listen,1
6,listening,1
6,little,14
6,live,2
6,livery,3
6,lives,2
6,ll,2
6,long,3
6,look,1
6,looked,5
6,looking,3
6,loud,1
6,louder,1
6,loudly,1
6,low,1
6,lullaby,1
6,m,6
6,mad,8
6,mad.,3
6,madat,1
6,made,2
6,make,2
6,makes,1
6,making,1
6,manners,1
6,many,1
6,march,4
6,march.,1
6,matter,2
6,may,2
6,maybe,1
6,me,5
6,meant,1
6,middle,1
6,might,4
6,mind,2
6,minded,1
6,minute,3
6,missed,1
6,mistake,1
6,moment,3
6,more,4
6,most,4
6,much,12
6,murder,1
6,mushroom,1
6,must,3
6,muttered,1
6,my,4
6,name,1
6,natural,1
6,near,1
6,nearer,1
6,nearly,4
6,neither,1
6,never,1
6,next,3
6,nibbled,1
6,night,1
6,no,9
6,noise,2
6,nor,1
6,nose,4
6,not,19
6,nothing,2
6,notice,1
6,noticed,1
6,now,4
6,nurse,1
6,nursing,3
6,occasionally,1
6,of,43
6,off,7
6,often,1
6,oh,6
6,on,19
6,once,1
6,one,7
6,only,10
6,open,1
6,opened,3
6,opportunity,2
6,or,11
6,order,1
6,other,6
6,otherwise,1
6,ought,2
6,out,12
6,over,4
6,own,1
6,pause,1
6,paw,2
6,peeped,1
6,people,2
6,pepper,3
6,perfectly,1
6,perhaps,3
6,pieces,2
6,pig,8
6,pigs,1
6,place,1
6,plate,1
6,plates,1
6,play,4
6,please,4
6,pleased,4
6,pleases,1
6,politely,1
6,poor,3
6,possibly,1
6,powdered,1
6,precious,1
6,prevent,1
6,producing,1
6,proper,2
6,proved,1
6,purring,1
6,puss,1
6,queen,4
6,queer,1
6,queershaped,1
6,question,2
6,questions.how,1
6,quietly,2
6,quite,8
6,raised,1
6,rapped,1
6,rate,1
6,rather,4
6,raving,2
6,re,9
6,reach,1
6,ready,1
6,real,1
6,really,1
6,reasons,1
6,relieved,1
6,remained,1
6,remark,2
6,remarked,2
6,repeated,2
6,repeating,1
6,replied,1
6,reply,1
6,respect,1
6,rest,1
6,right,6
6,roof,1
6,room,1
6,roughly,1
6,round,4
6,run,1
6,running,1
6,s,18
6,said,47
6,same,3
6,sang,1
6,saucepan,1
6,saucepans,1
6,saw,3
6,say,3
6,saying,3
6,second,1
6,secondly,1
6,see,9
6,seeing,1
6,seemed,3
6,seen,2
6,sense,1
6,seriously,1
6,set,2
6,severely,1
6,shake,1
6,shall,2
6,shaped,1
6,she,56
6,should,2
6,shower,1
6,showing,1
6,side,1
6,sight,1
6,silence,1
6,singing,1
6,sit,2
6,sitting,5
6,skimming,1
6,sky,2
6,slowly,1
6,small,1
6,smoke,1
6,sneeze,1
6,sneezed,1
6,sneezes,2
6,sneezing,4
6,snorting,1
6,snout,1
6,so,21
6,sobbed,1
6,sobbing,1
6,solemn,2
6,some,7
6,somewhere,1
6,song,1
6,soon,1
6,sort,4
6,soup,4
6,speak,3
6,speaking,1
6,spoke,1
6,starfish,1
6,staring,1
6,startled,1
6,steamengine,1
6,still,1
6,stirring,2
6,stood,1
6,stool,1
6,straight,1
6,straightening,1
6,stupidly,1
6,subject,1
6,such,2
6,sudden,1
6,suddenly,3
6,suppose,2
6,sure,3
6,surprised,1
6,t,18
6,tail,3
6,take,2
6,takes,1
6,talking,2
6,tears,2
6,teases.,1
6,teeth,1
6,tell,2
6,terror,1
6,than,3
6,that,33
6,thatched,1
6,the,148
6,their,4
6,them,2
6,then,8
6,there,13
6,therefore,1
6,they,7
6,thing,6
6,things,2
6,think,5
6,think.,1
6,thinking,1
6,this,15
6,thoroughly,1
6,thought,10
6,threelegged,1
6,threw,1
6,throwing,1
6,tight,1
6,till,2
6,time,5
6,timidly,4
6,to,80
6,today,1
6,together,1
6,told,1
6,tomorrow,1
6,tone,5
6,too,2
6,took,3
6,top,1
6,tossing,1
6,towards,1
6,treated,1
6,tree,2
6,trees,1
6,tried,1
6,trot,1
6,trying,1
6,turn,2
6,turned,1
6,turnup,1
6,twelve,1
6,twentyfour,2
6,twist,1
6,two,6
6,ugly,1
6,uncivil,1
6,under,1
6,undoing,1
6,unusually,1
6,up,10
6,us,1
6,use,2
6,used,1
6,vanished,3
6,vanishing,1
6,variations,1
6,ve,2
6,verse,1
6,very,10
6,vi,1
6,violence,1
6,violent,1
6,violently,2
6,visit,1
6,wag,1
6,wags,1
6,waited,1
6,walk,1
6,walked,2
6,want,2
6,was,41
6,waving,2
6,way,8
6,we,2
6,well,5
6,went,10
6,were,6
6,what,10
6,when,15
6,where,3
6,whether,3
6,which,11
6,while,4
6,whistling,1
6,who,2
6,why,2
6,wider,1
6,will,1
6,wish,2
6,with,18
6,within,1
6,withina,1
6,without,4
6,won,1
6,wondering,1
6,wood,4
6,word,1
6,words,3
6,work,2
6,world,1
6,would,11
6,wouldn,3
6,wow,6
6,yards,1
6,yet.,1
6,you,37
6,you.,1
6,your,3
6,yourself.,1
7,,1
7,a,49
7,about,5
7,above,1
7,accounts,1
7,added,5
7,advantage,1
7,afraid,1
7,after,2
7,again,10
7,ah,1
7,alarmed,1
7,alice,51
7,all,8
7,almost,1
7,aloud,1
7,always,3
7,among,1
7,an,6
7,and,57
7,angrily,3
7,answer,3
7,answers.,1
7,any,4
7,anything,1
7,are,2
7,armchair,1
7,as,23
7,ask,3
7,asked,4
7,asking,2
7,asleep,6
7,at,24
7,back,1
7,bat,1
7,bawled,1
7,be,8
7,bear,1
7,beat,1
7,beating,1
7,beautiful,1
7,because,1
7,been,3
7,before,3
7,began,4
7,begin,1
7,beginning,2
7,begins,2
7,begun,1
7,being,2
7,believe,1
7,best,2
7,better,4
7,between,2
7,bit,1
7,both,2
7,bottom,3
7,breadandbutter,1
7,breadknife.,1
7,break,1
7,breathe,2
7,bright,2
7,but,18
7,butter,3
7,by,4
7,call,1
7,came,1
7,can,6
7,case,1
7,cautiously,2
7,certainly,2
7,change,2
7,chapter,1
7,choosing,1
7,civil,3
7,clean,1
7,clock,5
7,close,1
7,closed,1
7,come,2
7,coming,1
7,concert,1
7,confused,2
7,consented,1
7,considered,1
7,considering,1
7,contemptuously,1
7,continued,1
7,conversation,1
7,cool,1
7,corner,1
7,could,6
7,couldn,1
7,course,5
7,cried,2
7,crowded,1
7,crumbs,1
7,cup,2
7,curiosity,2
7,curious,2
7,cushion,1
7,cutting,1
7,d,5
7,dare,2
7,day,2
7,days,1
7,deal,1
7,did,8
7,didn,1
7,dinner,1
7,dipped,1
7,disgust,1
7,do,7
7,does,1
7,doesn,2
7,don,7
7,done,1
7,done.,1
7,door,2
7,dormouse,27
7,down,3
7,doze,1
7,draw,6
7,drawing,1
7,dreadfully,2
7,drew,1
7,drinking,1
7,dropped,1
7,ear,1
7,earnestly,1
7,easy,1
7,eat,2
7,eating,1
7,elbows,1
7,elsie,1
7,encouraging,1
7,end,1
7,english,1
7,even,1
7,ever,3
7,every,2
7,everything,1
7,exactly,2
7,exclaimed,1
7,extraordinary,1
7,eyes,5
7,fancy,1
7,fast,1
7,feeble,1
7,fell,1
7,fellows,1
7,felt,1
7,find,1
7,finish,1
7,finished,1
7,first,5
7,flowerbeds,1
7,fly,1
7,followed,1
7,foot,1
7,for,12
7,forgetting,1
7,found,2
7,fountains,1
7,fourth.,1
7,from,2
7,front,1
7,fun,1
7,funny,1
7,garden,2
7,gently,1
7,get,3
7,getting,2
7,give,1
7,given,1
7,glad,1
7,glass,1
7,gloomily,1
7,go,5
7,goes,2
7,going,3
7,golden,1
7,good,2
7,got,3
7,grand,1
7,great,6
7,grumbled,1
7,guess,1
7,guessed,1
7,had,10
7,hair,1
7,half,1
7,halfpast,2
7,hall,1
7,happens,1
7,hardly,1
7,hare,21
7,hastily,1
7,hatter,33
7,have,11
7,haven,1
7,having,1
7,he,18
7,head,6
7,heard,2
7,hearing,1
7,hearts,1
7,helped,1
7,her,7
7,here,3
7,herself,5
7,high,1
7,him,2
7,him.,1
7,hint,1
7,his,15
7,hoarse,1
7,holding,1
7,hoping,1
7,hot,1
7,house,1
7,how,2
7,however,1
7,humbly,1
7,hungry,1
7,hurry,1
7,i,60
7,idea,2
7,if,3
7,ill.,2
7,impatiently,1
7,in,27
7,in.,1
7,indeed,1
7,indignantly,2
7,instance,1
7,instantly,1
7,interest,1
7,interrupt,1
7,interrupted,2
7,interrupting,1
7,into,8
7,invited,1
7,is,12
7,isn,1
7,it,62
7,its,7
7,itself,2
7,jumped,1
7,just,8
7,keep,2
7,kept,2
7,key,1
7,knew,1
7,know,11
7,know.,3
7,lacie,1
7,lady,1
7,laid,1
7,large,2
7,last,4
7,leading,1
7,learn,2
7,learning,2
7,least,2
7,leastat,1
7,led,1
7,less,1
7,lessons,1
7,let,2
7,life,1
7,like,6
7,liked,1
7,liked.,1
7,little,9
7,live,3
7,lived,2
7,living,1
7,ll,3
7,long,4
7,looked,4
7,looking,4
7,m,6
7,mad,2
7,make,2
7,making,1
7,manage,2
7,manner,1
7,many,2
7,march,21
7,marchjust,1
7,may,2
7,me,1
7,mean,5
7,meaning,1
7,meekly,1
7,memory,1
7,might,4
7,milkjug,1
7,mind.,1
7,mine,1
7,minute,3
7,month,2
7,moon,1
7,more,5
7,more.,1
7,morning,1
7,mournful,1
7,mournfully,1
7,mousetraps,1
7,move,1
7,moved,2
7,moving,1
7,much,4
7,muchness,2
7,muchnessyou,1
7,murdering,1
7,mushroom,1
7,music.,1
7,must,1
7,muttered,1
7,my,1
7,myself.,1
7,names,1
7,neither,1
7,never,2
7,nibbling,1
7,nine,1
7,no,8
7,nobody,1
7,nor,1
7,nose,1
7,not,10
7,nothing,3
7,nothing.,1
7,notice,2
7,noticed,1
7,now,6
7,now.,1
7,o,3
7,of,35
7,off,4
7,offend,1
7,offended,1
7,offer,1
7,on,19
7,on.,1
7,once,4
7,once.,1
7,one,10
7,one.,1
7,only,5
7,opened,2
7,opening,1
7,opinion,1
7,or,4
7,other,1
7,others,1
7,out,8
7,over,3
7,party,1
7,passage,1
7,perhaps,3
7,personal,2
7,picked,1
7,piece,2
7,pinch,1
7,pinched,2
7,place,3
7,plate,1
7,pleaded,1
7,please,2
7,plenty,1
7,pocket,2
7,pointing,1
7,politely,1
7,poor,1
7,poured,1
7,promise,1
7,proposal,1
7,put,3
7,puzzled,2
7,quarrelled,1
7,queen,2
7,question,1
7,questions,1
7,quick,1
7,quite,3
7,rate,1
7,rather,2
7,raven,1
7,ravens,1
7,re,1
7,readily,1
7,really,1
7,reason,1
7,remark,4
7,remarked,4
7,remarks,2
7,remember,1
7,repeated,1
7,replied,7
7,resting,1
7,riddle,1
7,riddles,1
7,riddles.i,1
7,right,1
7,room,3
7,round,3
7,rubbing,1
7,rude.,1
7,rudeness,1
7,s,23
7,said,59
7,same,7
7,sat,2
7,savage,1
7,saw,2
7,say,9
7,saying.,1
7,saythat,1
7,see,4
7,seemed,2
7,set,1
7,severity,1
7,sh,2
7,shaking,1
7,shall,2
7,she,27
7,shook,3
7,should,4
7,shoulder,1
7,shouldn,3
7,shriek,1
7,sides,1
7,sigh,1
7,sighed,2
7,silence,1
7,silent,2
7,since,1
7,sing,1
7,singing,1
7,sisters,1
7,sistersthey,1
7,sit,1
7,sitting,1
7,six,1
7,sky,1
7,sleep,4
7,sleepy,1
7,slightest,1
7,slowly,1
7,so,12
7,some,9
7,something,2
7,song,1
7,sort,1
7,speech,1
7,spoke,2
7,spoon,1
7,stand,1
7,stays,1
7,stop,1
7,story,2
7,story.,1
7,stupid,1
7,stupidest,1
7,subject,1
7,such,5
7,suit,1
7,sulkily,1
7,suppose,4
7,t,28
7,table,6
7,take,4
7,taken,1
7,taking,1
7,talk,2
7,talking,2
7,tea,7
7,teaparty,2
7,teapot,1
7,teathings,1
7,teatime,1
7,teatray,1
7,tell,3
7,tells,2
7,terms,1
7,than,6
7,that,22
7,the,158
7,their,2
7,them,2
7,then,12
7,theni,1
7,thenshe,1
7,there,8
7,these,1
7,they,22
7,thing,9
7,things,3
7,thingseverything,1
7,think,7
7,thinking,1
7,this,12
7,though,1
7,thought,4
7,thoughtfully,1
7,three,3
7,three.,1
7,through,1
7,till,1
7,tillie,1
7,time,17
7,tired,1
7,to,44
7,today,1
7,together,1
7,together.,1
7,told,1
7,tone,3
7,too,1
7,took,5
7,tossing,1
7,treacle,4
7,treaclewell.,1
7,treaclewelleh,1
7,tree,1
7,trees,1
7,tried,1
7,triumphantly,1
7,trying,1
7,turned,1
7,turning,2
7,twice,1
7,twinkle,8
7,twinkling,1
7,two,4
7,uncomfortable,1
7,under,1
7,understand,2
7,uneasily,1
7,unlocking,1
7,unwillingly,1
7,up,6
7,up.,1
7,upon,2
7,upset,1
7,us,2
7,used,1
7,using,1
7,ve,4
7,ventured,1
7,verse,1
7,very,15
7,vii,1
7,voice,1
7,vote,1
7,wake,1
7,walked,2
7,want,1
7,wants,1
7,was,25
7,wash,1
7,wasn,4
7,waste,1
7,wasting,1
7,watch,4
7,water,1
7,waterwell,1
7,way,3
7,ways,1
7,we,4
7,wearily,1
7,well,12
7,went,10
7,were,13
7,what,19
7,when,6
7,where,1
7,which,2
7,while,1
7,whiles.,1
7,whisper,2
7,who,4
7,why,6
7,wide,1
7,wine,2
7,wish,2
7,with,16
7,without,4
7,woke,1
7,won,3
7,wonder,1
7,wood,1
7,word,1
7,work,1
7,works,1
7,world,1
7,worse,1
7,would,3
7,wouldn,2
7,writingdesk,1
7,writingdesks,1
7,wrong,1
7,yawning,2
7,year,2
7,yes,3
7,yet,3
7,you,53
7,young,1
7,your,4
7,yourself.,1
8,a,55
8,about,8
8,account,1
8,across,2
8,act,1
8,added,1
8,afore,1
8,afraid,1
8,after,5
8,again,2
8,against,1
8,air,1
8,alice,39
8,alive,2
8,all,29
8,allow,1
8,along,1
8,already,1
8,also,1
8,always,2
8,among,1
8,an,3
8,and,92
8,angrily,1
8,another,2
8,anxious,1
8,anxiously,3
8,any,4
8,anything,1
8,appealed,1
8,appearance,1
8,appeared,4
8,arch,1
8,arches,2
8,are,8
8,argument,3
8,arguments,1
8,arm,3
8,arrow,1
8,as,19
8,ask,1
8,asked,1
8,at,29
8,attends,1
8,away,7
8,back,6
8,backs,1
8,balls,1
8,be,10
8,beast,1
8,become,1
8,been,4
8,before,1
8,began,9
8,begin,2
8,begun,1
8,beheaded,3
8,beheading,1
8,behind,3
8,being,2
8,belongs,1
8,besides,2
8,best,1
8,better,2
8,between,1
8,blame,1
8,blow,1
8,body,2
8,book,1
8,both,1
8,bowed,2
8,bowing,1
8,boxed,1
8,bringing,1
8,brought,1
8,brush,1
8,bursting,1
8,busily,1
8,business,3
8,but,10
8,by,6
8,called,2
8,came,9
8,can,2
8,cards,1
8,carefully,1
8,carrying,2
8,cat,11
8,caught,1
8,chanced,1
8,chapter,1
8,checked,1
8,cheshire,3
8,chief,1
8,child,2
8,children,3
8,close,2
8,clubs,1
8,collected,1
8,come,3
8,comes,1
8,comfortably,1
8,coming,1
8,complaining,1
8,conclusion,1
8,confusing,1
8,confusion,1
8,consider,1
8,conversation,1
8,cook,1
8,corners,1
8,could,7
8,couldn,3
8,couples,1
8,courage,1
8,courtiers,2
8,crawling,1
8,crimson,2
8,croquet,1
8,croqueted,1
8,croquetground,2
8,croqueting,1
8,crowd,1
8,crown,1
8,curiosity,1
8,curious,3
8,cushion,1
8,cut,3
8,d,4
8,day,1
8,dear,2
8,dears,1
8,decidedly,2
8,deserved,1
8,diamonds,1
8,did,4
8,didn,1
8,difficult,1
8,difficulties,1
8,difficulty,2
8,directions,1
8,disappeared,1
8,dispute,2
8,distance,1
8,do,2
8,doesn,1
8,doing,2
8,don,8
8,done,1
8,double,1
8,doubledup,1
8,doubtful,1
8,down,9
8,dreadfully,2
8,duchess,3
8,each,1
8,eager,1
8,eagerly,1
8,ear,1
8,ears,2
8,elbow.,1
8,else,2
8,end,1
8,engaged,1
8,enough,3
8,entirely,1
8,entrance,1
8,escape,2
8,even,1
8,ever,1
8,everybody,2
8,everything,1
8,evidently,1
8,exactly,1
8,examining,1
8,excellent,1
8,execute,1
8,executed,2
8,execution.,1
8,executioner,6
8,expression,1
8,extremely,1
8,eye,1
8,eyes,1
8,face,3
8,faces,3
8,fact,1
8,fading,1
8,fairly,1
8,fall,1
8,feel,1
8,feeling,1
8,feet,2
8,fetch,2
8,fight,2
8,fighting,1
8,find,3
8,fine,1
8,finishing,1
8,first,4
8,five,7
8,flamingo,4
8,flamingoes,1
8,flat,2
8,flowerpot,1
8,flung,1
8,fly,1
8,followed,1
8,fond,1
8,foot,1
8,footsteps,1
8,for,19
8,found,2
8,friend,2
8,frightened,1
8,from,3
8,furious,1
8,furrow,1
8,furrows,1
8,fury,1
8,game,6
8,game.,1
8,garden,3
8,gardeners,8
8,gave,1
8,generally,2
8,get,3
8,getting,3
8,giddy.,1
8,give,1
8,glad,1
8,glaring,1
8,go,3
8,going,7
8,gone,4
8,got,6
8,grand,1
8,grave,1
8,great,3
8,grin,1
8,ground,1
8,ground.,1
8,groundand,1
8,growing,1
8,guests,1
8,had,22
8,hand,4
8,hands,2
8,hanging,1
8,happen,2
8,hard,1
8,hardly,1
8,have,9
8,having,2
8,he,12
8,head,12
8,heads,4
8,hear,2
8,heard,5
8,hearts,4
8,hedgehog,7
8,hedgehogs,3
8,help,2
8,helpless,1
8,her,31
8,here,3
8,here.,1
8,herself,2
8,him,1
8,himit,1
8,himself,2
8,his,9
8,how,5
8,however,2
8,humble,1
8,hurried,3
8,hush,3
8,i,19
8,idea,1
8,idiot,1
8,if,6
8,impatiently,1
8,impertinent,1
8,in,38
8,indeed,2
8,instance,1
8,instantly,2
8,instead,1
8,into,3
8,introduce,1
8,is,7
8,it,50
8,it.,2
8,its,6
8,itself,2
8,jogged,1
8,joined,1
8,jumped,1
8,jumping,1
8,just,5
8,king,13
8,kings,1
8,kiss,1
8,knave,4
8,knee,1
8,knew,2
8,know,2
8,laid,1
8,large,3
8,last,2
8,late,1
8,laughing,1
8,laughter,1
8,lay,1
8,least,2
8,leave,1
8,left,1
8,legs,1
8,less,1
8,lie,2
8,life,2
8,like,9
8,likely,1
8,likes.,1
8,listen,1
8,listening,1
8,little,4
8,live,2
8,ll,2
8,look,7
8,looked,8
8,looking,6
8,loud,1
8,loudly,1
8,low,4
8,lying,2
8,made,2
8,majesty,3
8,make,3
8,mallets,1
8,managing,1
8,manner,1
8,many,1
8,marched,1
8,matter,1
8,may,3
8,me,6
8,meant,1
8,meanwhile,1
8,merrily,1
8,might,3
8,mine,1
8,mine.,1
8,minea,1
8,minute,6
8,miss,2
8,missed,1
8,mistake,1
8,moment,5
8,more,2
8,mostly,1
8,mouth,2
8,moved,1
8,much,3
8,must,1
8,my,5
8,myself,1
8,name,2
8,near,2
8,nearer,1
8,neck,1
8,needn,1
8,nervous,1
8,never,3
8,next,4
8,nicely,1
8,no,6
8,nobody,1
8,nodded,1
8,none,1
8,nonsense,2
8,not,11
8,nothing,2
8,noticed,2
8,noticing,1
8,now,4
8,oblong,1
8,of,47
8,off,15
8,oh,1
8,on,18
8,once,4
8,one,10
8,oneself,1
8,onions.,1
8,only,7
8,opportunity,1
8,opposite,1
8,or,11
8,ornamented,2
8,other,5
8,others,3
8,ought,2
8,our,2
8,out,8
8,over,5
8,own,2
8,pack,2
8,paint,1
8,painting,2
8,particular,1
8,parts,1
8,party,2
8,passed,1
8,passing,1
8,passion,2
8,pattern,1
8,peeping,1
8,people,3
8,pity,2
8,places,1
8,play,2
8,played,1
8,players,2
8,please,3
8,pointing,1
8,politely,1
8,prison,1
8,procession,5
8,processions,1
8,protection,1
8,provoking,1
8,put,4
8,puzzled,2
8,quarrel,1
8,quarrelling,1
8,queen,36
8,queens,1
8,question,2
8,quietly,1
8,quite,2
8,rabbit,6
8,raised,1
8,ran,3
8,rather,4
8,re,3
8,read,1
8,recognised,1
8,red,2
8,remaining,1
8,remark,1
8,remarked,1
8,remember,2
8,removed,2
8,repeated,1
8,reply,2
8,rest,3
8,ridge,1
8,ridges,1
8,right,2
8,roared,1
8,roses,3
8,rosetree,4
8,round,7
8,royal,2
8,rule,1
8,rules,1
8,running,1
8,s,27
8,said,43
8,same,1
8,saw,1
8,say,4
8,scream,1
8,screamed,2
8,screaming,1
8,search,1
8,see,9
8,seem,1
8,seemed,2
8,seen,2
8,send,1
8,sentence,2
8,settle,1
8,settled,1
8,settling,1
8,seven,5
8,severely,1
8,shall,1
8,shan,1
8,shaped,1
8,she,55
8,short,1
8,should,3
8,shoulder,1
8,shouted,5
8,shouting,1
8,shrill,1
8,side,3
8,sight,2
8,silent,3
8,sit,1
8,small,1
8,smiled,2
8,smiling,1
8,so,12
8,soldiers,9
8,some,2
8,somebody,1
8,someone,1
8,something,1
8,soon,2
8,sort,1
8,sound,1
8,speak,1
8,speakand,1
8,speaking,1
8,splashing,1
8,spoke,4
8,spoken,1
8,stamping,1
8,stand,1
8,still,1
8,stood,4
8,stopped,1
8,straightened,1
8,succeeded,1
8,such,5
8,suddenly,1
8,sulky,1
8,sure,1
8,surprised,2
8,t,19
8,talk,3
8,talking,3
8,tell,3
8,ten,3
8,than,1
8,that,28
8,the,168
8,their,11
8,them,13
8,them.,1
8,themand,1
8,themselves,2
8,then,9
8,there,11
8,these,4
8,they,14
8,thing,2
8,things,3
8,think,4
8,this,9
8,those,1
8,though,1
8,thought,7
8,three,11
8,threw,1
8,through,1
8,thunder,1
8,till,2
8,time,5
8,timid,1
8,timidly,2
8,tiptoe,1
8,to,67
8,to.,1
8,tone,5
8,tossing,1
8,tree,1
8,trying,2
8,tucked,2
8,tuliproots,1
8,tumbling,1
8,turn,2
8,turned,2
8,turning,2
8,turns,2
8,twist,1
8,two,9
8,uncomfortable,1
8,under,3
8,uneasy,1
8,unfortunate,1
8,unjust,1
8,unless,1
8,unrolled,1
8,up,11
8,upon,5
8,use,2
8,ve,3
8,velvet,1
8,very,17
8,viii,1
8,voice,6
8,waited,2
8,waiting,1
8,walked,1
8,walking,3
8,wandered,1
8,wanted,1
8,was,42
8,wasn,2
8,watch,1
8,watching,2
8,way,4
8,we,4
8,well,3
8,went,10
8,were,16
8,weren,1
8,what,10
8,when,6
8,where,3
8,where.,1
8,wherever,1
8,whether,4
8,which,2
8,while,4
8,whispered,2
8,white,4
8,who,12
8,whole,2
8,why,3
8,wild,1
8,wildly,1
8,will,1
8,win,1
8,wish,1
8,with,21
8,without,4
8,wonder,1
8,wondering,2
8,worth,1
8,would,6
8,yes,2
8,yesterday,1
8,yet,1
8,you,23
8,your,6
9,a,54
9,about,11
9,absence,1
9,added,3
9,advantage,1
9,affectionately,1
9,afford,1
9,after,4
9,again,3
9,agree,2
9,ah,2
9,alice,52
9,all,10
9,alone,1
9,always,1
9,am,1
9,an,6
9,ancient,1
9,and,62
